QuestionId,RelatedQuestionId,LinkTypeId,CreationDate
8571604,2129678,3,2014-03-05T03:21:20.797
22264282,18283023,1,2014-03-08T02:45:10.867
22285252,19410972,1,2014-03-10T01:36:42.773
22285252,21455751,1,2014-03-10T01:36:42.773
22300600,21732069,1,2014-03-10T13:33:56.527
22369216,3468433,1,2014-03-13T04:41:52.697
22369216,20186737,1,2014-03-13T06:19:52.360
22402484,7551219,1,2014-03-14T10:35:14.143
22402484,7551219,3,2014-03-14T11:10:34.173
19107890,22376197,1,2014-03-15T00:04:22.800
21372927,16986608,1,2014-03-17T22:19:15.380
22450084,22482000,1,2014-03-18T14:14:38.713
18380192,388242,1,2014-03-21T15:44:21.560
22571746,60174,1,2014-03-22T00:35:58.420
15812301,19465229,1,2014-03-22T20:54:41.530
21381462,4261133,3,2014-03-24T23:57:33.890
22461280,22419699,1,2014-03-25T09:50:25.230
16564550,17491400,1,2014-03-26T07:08:46.550
22753419,20992356,1,2014-03-31T04:48:39.667
7228076,22863845,1,2014-04-04T13:36:07.790
19773998,774769,1,2014-04-07T14:43:31.253
22938766,7168874,1,2014-04-08T14:25:58.050
23003097,20565126,1,2014-04-11T08:23:57.130
7198197,359494,1,2014-04-13T18:21:16.637
23049839,9247167,1,2014-04-14T00:44:35.643
23049839,16458778,1,2014-04-14T00:44:35.643
23103543,20663076,1,2014-04-16T08:41:18.860
23115554,13343377,1,2014-04-16T16:53:11.003
23126504,6609373,1,2014-04-17T06:55:50.823
23179230,10973766,1,2014-04-20T06:41:47.020
23179230,672172,1,2014-04-20T06:53:56.927
23191522,22627696,1,2014-04-21T05:48:25.047
23203659,2435751,1,2014-04-21T18:56:50.637
23203659,544993,1,2014-04-21T18:59:52.390
23228898,23228079,1,2014-04-22T19:56:39.433
23225413,2661536,1,2014-04-23T08:25:32.680
23244219,6460937,1,2014-04-23T12:27:25.010
23266239,7744075,1,2014-04-24T10:37:42.163
23345378,552360,1,2014-04-28T15:51:05.360
23388620,21724004,1,2014-04-30T12:51:52.310
23388620,12716276,1,2014-04-30T12:51:52.310
23388620,9059486,1,2014-04-30T12:51:52.310
23388620,21679063,1,2014-04-30T12:51:52.310
23390651,5670879,1,2014-04-30T14:45:52.183
23214101,17630650,1,2014-04-30T15:33:45.987
23405175,12421873,1,2014-05-01T09:31:55.403
23410095,1140089,1,2014-05-01T14:49:43.393
16160053,75175,3,2014-05-03T02:54:23.787
23405175,12408610,1,2014-05-03T08:16:56.093
2678089,23280715,1,2014-05-03T18:30:51.250
23488111,11590945,1,2014-05-06T08:28:17.950
1023227,6270004,1,2014-05-08T19:05:12.907
23555339,10091423,1,2014-05-09T01:44:52.070
23577203,13047923,1,2014-05-10T05:45:57.577
1023227,6270004,3,2014-05-13T01:16:27.530
23660273,4520498,1,2014-05-14T16:30:07.613
23660273,6062192,1,2014-05-16T15:08:29.267
23707239,7230461,1,2014-05-17T03:20:55.100
23778883,13096162,1,2014-05-21T09:21:45.383
23778883,13096162,3,2014-05-21T14:17:39.297
23847801,1178498,1,2014-05-24T17:59:48.330
23873561,8284207,1,2014-05-26T15:48:47.000
23877373,6350224,1,2014-05-26T21:07:20.700
3915040,3572030,1,2014-05-29T19:19:17.557
24048354,19080313,1,2014-06-04T22:03:32.800
24048354,19080313,3,2014-06-04T22:03:32.800
772089,605101,1,2014-06-06T18:45:23.860
24113695,3112925,1,2014-06-09T04:40:00.007
11903218,11699219,1,2014-06-11T21:38:24.503
24195214,13677566,1,2014-06-12T23:10:27.593
24195214,1970698,1,2014-06-12T23:10:27.593
8896907,5120408,1,2014-06-13T18:13:12.437
24277118,16063394,1,2014-06-18T04:56:00.687
5898472,21808223,1,2014-06-18T15:56:25.480
24456279,3394657,1,2014-06-27T16:42:25.073
24515303,14423348,1,2014-07-01T16:36:36.827
24525561,9441557,1,2014-07-02T12:36:23.657
24540809,24457831,1,2014-07-02T20:52:56.897
24555692,1895492,1,2014-07-03T13:56:45.220
24585819,24220254,1,2014-07-05T12:13:00.370
10040069,1221512,1,2014-07-07T10:17:41.290
24609831,4660142,1,2014-07-07T11:46:16.030
24618408,22009705,1,2014-07-07T20:13:00.320
24626618,13060313,1,2014-07-08T08:08:25.617
20664928,24062509,1,2014-07-10T09:46:24.073
24705746,18579527,1,2014-07-11T20:10:17.390
24705746,8359058,1,2014-07-11T20:40:10.567
24723204,18774020,1,2014-07-13T13:31:08.143
24802116,6343166,1,2014-07-17T11:21:46.247
24820904,12773109,1,2014-07-18T10:30:30.133
24827358,525212,1,2014-07-18T14:36:01.827
24919418,24918663,1,2014-07-23T19:36:56.433
24921667,11780706,1,2014-07-23T21:50:26.610
24957006,24820325,1,2014-07-25T13:40:41.380
24957006,24820325,3,2014-07-25T15:33:28.030
24996888,21394157,1,2014-07-28T14:07:37.780
25024010,1093322,1,2014-07-29T20:07:28.990
25024010,24895901,1,2014-07-29T20:08:42.193
25024010,24895901,3,2014-07-29T23:22:00.413
25024010,1093322,3,2014-07-29T23:22:00.413
25043967,3665115,1,2014-07-30T18:19:49.803
25043967,2897619,1,2014-07-30T18:19:49.803
25139607,15271588,1,2014-08-05T13:06:22.803
25165940,75701,1,2014-08-07T17:15:41.027
25206633,14170041,1,2014-08-08T15:45:19.193
25206633,25167235,1,2014-08-08T16:33:12.637
5521127,4677618,1,2014-08-13T12:14:52.673
25355790,9626294,1,2014-08-18T03:17:38.927
25364290,21218397,1,2014-08-18T13:16:13.537
25364290,18881351,1,2014-08-18T16:59:29.890
25474494,4623507,1,2014-08-24T17:44:07.893
25474494,24731838,1,2014-08-24T17:44:18.113
25477495,166221,1,2014-08-25T00:14:47.237
25477495,10475313,1,2014-08-25T04:44:52.553
25477495,166221,3,2014-08-25T04:59:56.307
25477495,10475313,3,2014-08-25T04:59:56.307
25534414,25514220,1,2014-08-27T18:22:21.783
25580975,3061054,1,2014-08-30T09:56:00.153
25596068,25594975,1,2014-08-31T20:46:32.947
25596068,25574745,1,2014-08-31T21:26:58.237
25642366,10649843,1,2014-09-03T10:50:55.517
25699406,19819165,1,2014-09-06T11:30:00.180
25701800,7573978,1,2014-09-06T17:10:27.677
25719549,21672814,1,2014-09-08T15:17:05.097
25758235,7512106,1,2014-09-10T07:09:17.090
25758235,7512106,3,2014-09-10T07:09:17.090
25781336,25789035,1,2014-09-11T14:01:30.093
25842173,2128619,3,2014-09-15T07:28:46.120
25860959,16207799,1,2014-09-16T05:22:59.117
25960406,5398919,1,2014-09-21T15:39:03.537
25960406,5398919,3,2014-09-21T15:39:03.537
26001076,311165,1,2014-09-23T17:44:56.217
26092707,26079146,1,2014-09-29T18:21:12.700
26045313,3579072,1,2014-10-01T00:09:08.430
26021258,1552301,1,2014-10-01T07:15:20.883
24019820,8201724,1,2014-10-04T10:43:45.157
26219389,22328334,1,2014-10-06T17:40:20.523
26227561,15277172,1,2014-10-07T02:34:34.943
26256668,9053131,1,2014-10-08T12:18:34.473
26256668,9053131,3,2014-10-08T18:29:48.250
26287227,19176179,1,2014-10-09T21:08:55.153
26356653,13894966,1,2014-10-14T09:01:28.130
26423996,12834737,1,2014-10-17T11:39:50.827
26418803,26426952,1,2014-10-18T09:47:43.383
26482193,21628230,1,2014-10-21T08:30:42.367
26227561,4458800,1,2014-10-21T15:48:49.743
26503396,9694724,1,2014-10-22T12:55:45.850
26520604,13133068,1,2014-10-23T03:49:24.193
26575044,2693631,1,2014-10-26T16:11:50.377
20664928,18568572,1,2014-10-27T06:36:30.077
26619980,14013644,1,2014-10-29T01:57:17.003
7668031,11758688,1,2014-10-30T09:04:29.970
26642136,26671026,1,2014-10-31T13:35:42.210
26683895,26656334,1,2014-10-31T22:29:55.513
21177425,10304461,1,2014-11-06T12:13:28.123
26858038,2745265,1,2014-11-11T06:20:08.273
26858038,2745265,3,2014-11-11T09:48:10.880
26866247,13000923,1,2014-11-11T16:18:55.053
7526113,26941256,1,2014-11-15T20:01:42.607
14401900,2650364,1,2014-11-25T13:26:38.677
27199454,12556906,1,2014-11-29T06:26:31.737
27199454,1882070,1,2014-11-29T06:26:31.737
27199454,16555863,1,2014-11-29T06:44:24.180
24555692,2943404,1,2014-11-30T06:25:55.207
27266512,10858107,1,2014-12-03T08:18:26.623
27391031,1910608,1,2014-12-10T00:12:05.410
27412204,22159189,1,2014-12-10T23:07:05.270
27434277,18907411,1,2014-12-12T09:09:20.707
27434277,25317799,1,2014-12-12T17:59:20.870
27465474,14220321,1,2014-12-14T01:43:42.347
27473999,24026510,1,2014-12-14T21:04:14.690
27473999,24026510,3,2014-12-14T21:04:14.690
27490284,10752055,1,2014-12-15T22:07:12.463
27490284,10752055,3,2014-12-15T22:07:12.463
27473999,27157311,1,2014-12-16T21:41:23.850
12893584,11253316,1,2014-12-18T10:06:29.000
12893584,11253316,3,2014-12-18T11:14:00.853
27549626,8937700,1,2014-12-18T15:15:47.930
20859964,13731400,1,2014-12-19T11:23:45.250
27662713,27589490,1,2014-12-27T01:24:40.683
27711581,6933524,1,2014-12-30T19:47:05.260
27851136,8628683,1,2015-01-09T15:24:58.423
27917195,1942644,1,2015-01-13T07:48:23.970
19276994,27922110,1,2015-01-13T12:23:26.400
27929613,18381094,1,2015-01-13T19:10:14.423
27948647,20614919,1,2015-01-14T19:18:29.630
27956045,24341199,1,2015-01-15T02:48:54.313
27956045,3490062,1,2015-01-15T02:48:54.313
27956045,25056395,1,2015-01-16T04:33:16.110
3004846,1399491,1,2015-01-22T13:50:37.343
28111656,23785705,1,2015-01-24T06:53:50.723
28154777,4439537,1,2015-01-26T17:07:12.947
28154777,11605875,1,2015-01-26T17:07:28.653
28196829,28184065,1,2015-01-28T16:02:18.670
28196829,22244402,1,2015-01-29T08:57:19.040
28324985,27018224,1,2015-02-04T16:41:24.860
28367822,23105038,1,2015-02-06T14:21:13.317
28385673,2054746,1,2015-02-07T18:21:31.083
28529775,10835845,1,2015-02-15T19:06:26.083
28550103,23007549,1,2015-02-16T23:17:36.470
28575977,16154592,1,2015-02-18T04:29:20.880
28568292,15135100,1,2015-02-18T19:44:59.343
28566436,1296130,1,2015-02-19T02:35:01.617
28566436,24800609,1,2015-02-19T09:37:31.143
28602555,27081062,1,2015-02-19T11:22:26.450
28568292,716049,1,2015-02-23T11:55:55.397
28728459,26189699,1,2015-02-26T15:25:42.260
28763052,12978745,1,2015-02-27T11:55:07.047
28763052,12978745,3,2015-02-27T11:58:29.780
28815476,13589074,1,2015-03-02T17:27:51.020
28833189,4274804,1,2015-03-03T15:20:15.927
28931375,15193359,1,2015-03-09T10:50:13.983
29004689,9305680,1,2015-03-12T08:45:32.167
29016758,25089210,1,2015-03-12T17:45:56.810
29102274,19868292,1,2015-03-17T14:49:47.603
29103881,28049119,1,2015-03-17T15:59:09.637
29106874,9503559,1,2015-03-17T19:17:02.877
29111961,495021,1,2015-03-18T00:12:58.733
29111961,29055696,1,2015-03-18T00:16:02.880
29137384,29136615,1,2015-03-19T04:46:42.360
29227071,18756688,1,2015-03-24T08:31:37.693
29249966,19113399,1,2015-03-25T09:38:40.313
29249966,13750122,1,2015-03-25T09:48:12.293
29366094,27358456,1,2015-03-31T10:30:32.657
29362537,17667874,1,2015-03-31T12:28:19.917
29369302,20060949,1,2015-03-31T13:25:28.717
29369302,10058839,1,2015-03-31T20:10:28.757
29369302,18065319,1,2015-03-31T20:10:28.757
29369302,28853786,1,2015-03-31T20:10:28.757
29414436,2167916,1,2015-04-02T13:52:34.867
29544766,10763440,1,2015-04-09T17:17:04.577
5064733,3855127,1,2015-04-15T07:57:36.507
28808699,28894430,1,2015-04-17T04:21:20.317
29829402,1184624,1,2015-04-23T16:39:22.060
29847566,3487691,1,2015-04-24T12:27:36.123
29895122,18571001,1,2015-04-27T12:18:04.530
29880986,20382287,1,2015-04-27T23:55:08.443
29880986,20382287,3,2015-04-28T08:24:17.573
29962369,5159122,1,2015-04-30T08:15:23.787
29960103,29960168,1,2015-04-30T20:11:46.147
16935473,29986806,1,2015-05-01T12:55:35.827
29999932,4622330,1,2015-05-02T08:09:08.747
30001239,7106417,1,2015-05-02T10:40:47.420
30001239,7106417,3,2015-05-02T10:41:46.207
29888823,30011482,1,2015-05-03T13:15:57.853
30037983,21696784,1,2015-05-04T19:34:48.333
30044593,13024272,1,2015-05-05T04:59:53.983
11506900,1982533,1,2015-05-05T17:49:16.190
30059658,29383296,1,2015-05-05T18:27:03.923
11506900,1982533,3,2015-05-06T05:48:47.093
29960103,29960168,3,2015-05-06T17:30:23.203
30106184,7027288,1,2015-05-07T16:40:00.367
30106184,7027288,3,2015-05-07T20:07:57.997
30158868,10520393,1,2015-05-11T02:35:01.937
30158868,28821074,1,2015-05-11T02:35:01.937
30158868,28308628,1,2015-05-11T02:35:01.937
30158868,29581333,1,2015-05-11T02:35:01.937
30158868,17373870,1,2015-05-11T02:35:01.937
30158868,26162616,1,2015-05-11T03:05:44.790
30168337,3847162,1,2015-05-11T13:55:57.940
30204729,27102718,1,2015-05-13T02:39:56.590
30362785,11232865,1,2015-05-21T01:06:15.970
30374288,22958683,1,2015-05-21T12:50:01.187
30382248,7273615,1,2015-05-21T19:11:39.710
30445324,677653,1,2015-05-25T20:07:19.437
30445324,13061979,1,2015-05-25T20:14:04.610
30445324,4172722,1,2015-05-25T20:16:07.467
28321745,28704447,1,2015-05-28T07:49:01.517
30561617,2828059,1,2015-05-31T19:19:17.663
30607791,19226816,1,2015-06-02T23:04:36.797
30607791,19226816,3,2015-06-02T23:04:36.797
30626513,8186584,1,2015-06-03T17:19:51.617
30705370,20366533,1,2015-06-08T09:21:06.247
30728716,20938095,1,2015-06-09T09:56:50.783
30759616,29984490,1,2015-06-10T15:32:19.557
30761682,20165564,1,2015-06-10T16:28:41.553
24821220,29646690,1,2015-06-11T07:50:17.403
30805011,16987798,1,2015-06-12T14:35:02.133
30887793,14419354,1,2015-06-17T09:40:48.763
30705370,30832012,1,2015-06-17T12:49:31.047
30896377,9185779,1,2015-06-18T06:01:03.847
30957268,19998454,1,2015-06-20T18:47:35.193
30971232,11996218,1,2015-06-22T02:26:38.107
30971232,11996218,3,2015-06-22T02:26:38.107
11757474,6260089,1,2015-06-22T16:04:29.600
11757474,6260089,3,2015-06-22T16:04:29.600
30990758,12304277,1,2015-06-22T22:16:16.493
30990758,5706245,1,2015-06-22T22:16:16.493
30990758,8880155,1,2015-06-22T22:16:16.493
27074717,30684312,1,2015-06-23T10:16:01.000
31004245,5605207,1,2015-06-23T13:33:14.383
31004245,5502427,1,2015-06-23T13:33:14.383
31004245,6575730,1,2015-06-23T13:33:14.383
31004245,13716723,1,2015-06-23T13:33:14.383
12335382,15112125,1,2015-06-23T18:25:07.417
31024940,2029292,1,2015-06-24T11:08:03.500
31084984,13806153,1,2015-06-27T04:55:09.557
31113734,23047433,1,2015-06-29T11:19:43.857
31113734,2319735,1,2015-06-29T11:20:01.457
31113734,2319735,3,2015-06-29T13:53:00.683
31137458,3029816,1,2015-06-30T12:21:41.037
31170595,30739460,1,2015-07-01T20:09:36.830
31184291,1234712,1,2015-07-02T12:15:35.083
31206796,2348646,1,2015-07-03T18:18:00.413
31265106,10071943,1,2015-07-07T09:43:05.147
31338928,29418765,1,2015-07-10T10:54:50.540
31338928,29418765,3,2015-07-10T10:58:22.037
31369560,9945655,1,2015-07-12T15:41:19.200
31369560,16204124,1,2015-07-12T15:41:19.200
31369560,26914426,1,2015-07-12T15:41:19.200
31369560,29088257,1,2015-07-12T15:41:19.200
31384707,31386539,1,2015-07-13T14:47:31.867
17072421,5817805,1,2015-07-14T09:48:26.420
31471821,2597890,1,2015-07-17T08:52:36.487
31471821,2597890,3,2015-07-17T08:52:36.487
31475691,2025282,1,2015-07-17T12:31:42.080
31491000,513832,1,2015-07-18T12:17:28.287
31342135,24638014,1,2015-07-19T00:22:23.277
31581265,546433,1,2015-07-23T08:02:57.523
20496098,576803,1,2015-07-24T09:07:01.153
31625311,3579072,1,2015-07-26T06:31:11.573
31652952,8054018,1,2015-07-27T12:20:49.567
13405572,11086381,1,2015-07-29T17:23:42.393
31800561,1489932,1,2015-08-04T04:17:58.850
31800561,1489932,3,2015-08-04T04:17:58.850
31789244,25682055,1,2015-08-04T10:00:38.650
31841263,16481108,1,2015-08-05T19:50:28.293
31841263,16544162,1,2015-08-06T10:18:52.580
31893087,2662140,1,2015-08-08T12:50:01.510
31915610,837488,1,2015-08-10T10:26:36.940
31919080,6563885,1,2015-08-10T12:32:15.850
32009129,7061362,1,2015-08-14T12:01:07.407
32009129,12815231,1,2015-08-14T12:01:07.407
31342135,31747017,1,2015-08-20T02:00:21.850
32114839,25870816,1,2015-08-20T10:00:43.163
32114839,25870816,3,2015-08-20T10:00:43.163
32116700,4660142,1,2015-08-20T11:14:17.337
32125653,3546571,1,2015-08-20T18:50:29.320
32174493,10343828,1,2015-08-24T04:44:33.743
32174493,14210832,1,2015-08-24T04:44:33.743
32174493,10343828,3,2015-08-24T05:00:26.963
32189426,14220321,1,2015-08-24T18:49:09.800
32189426,3814595,1,2015-08-24T19:08:43.140
32205093,22655059,1,2015-08-25T13:21:02.353
32240608,31720329,1,2015-08-27T08:40:52.807
32251404,4079280,1,2015-08-27T14:01:34.650
32255822,8403953,1,2015-08-27T17:59:30.237
32270323,25285497,1,2015-08-28T11:45:30.223
32125653,32319697,1,2015-08-31T20:48:05.267
32369651,3529361,1,2015-09-03T07:39:07.187
32369651,3529361,3,2015-09-03T07:47:49.340
32388980,12369957,1,2015-09-04T02:05:49.593
32388980,9663935,1,2015-09-04T02:08:00.947
32477637,3337149,1,2015-09-09T11:10:34.037
32535657,2475978,1,2015-09-12T17:55:45.053
32561567,22003846,1,2015-09-14T09:59:49.167
32615579,21247071,1,2015-09-16T18:19:45.340
32625865,12960141,1,2015-09-17T08:35:39.230
31741594,32654672,1,2015-09-18T15:34:42.773
32788090,14208506,1,2015-09-25T19:00:10.070
13705776,47882,1,2015-10-01T02:02:21.337
32970251,22115400,1,2015-10-06T13:11:55.587
32976426,92859,1,2015-10-06T17:53:43.693
32976426,15572665,1,2015-10-06T17:53:43.693
32976426,24196885,1,2015-10-06T17:53:43.693
32976426,13125944,1,2015-10-06T17:53:43.693
32976426,1201593,1,2015-10-06T17:59:26.733
32976426,1041866,1,2015-10-06T20:52:53.250
32976426,3789340,1,2015-10-06T20:52:53.250
33009008,3417074,1,2015-10-08T09:33:22.650
33013891,5771366,1,2015-10-08T11:17:00.337
33080017,33041437,1,2015-10-12T11:47:45.273
33098537,5946698,1,2015-10-13T09:10:27.850
29497850,33150312,1,2015-10-16T07:06:26.020
33192187,10382929,1,2015-10-17T22:19:06.970
33231492,19746,1,2015-10-20T08:24:02.627
33240564,1459150,1,2015-10-20T15:23:02.200
33240564,32951719,1,2015-10-20T15:23:02.200
33240564,2085871,1,2015-10-20T15:23:02.200
33266432,17584282,1,2015-10-21T18:44:19.897
33269292,20021317,1,2015-10-21T21:07:58.080
33271442,17847587,1,2015-10-22T00:21:09.293
33294193,5485495,1,2015-10-23T05:15:05.880
33326620,501648,1,2015-10-25T06:00:29.633
33331789,5417969,1,2015-10-25T16:07:03.597
33331789,5417969,3,2015-10-25T16:10:14.403
33335356,29722270,1,2015-10-25T21:48:01.937
33341050,18021901,1,2015-10-26T08:08:21.023
33357057,15337296,1,2015-10-28T07:54:20.507
33396616,15375800,1,2015-10-29T08:24:53.920
33030772,27717555,1,2015-10-29T10:27:41.143
33484345,33487865,1,2015-11-02T23:02:02.913
33583490,2966524,1,2015-11-07T16:01:06.770
33475015,33476659,3,2015-11-10T23:15:19.737
33656253,11212484,1,2015-11-11T17:34:16.153
33656253,11212484,3,2015-11-11T18:05:24.423
33677680,251781,1,2015-11-12T17:44:11.253
33735458,1184187,1,2015-11-16T12:55:13.637
33856720,32634504,1,2015-11-22T15:47:49.683
33885156,6441218,1,2015-11-24T04:02:14.250
33888566,3014089,1,2015-11-24T08:25:32.210
33888566,151777,1,2015-11-24T08:32:57.200
33888654,24232799,1,2015-11-24T08:47:55.693
33894183,124336,1,2015-11-24T12:57:28.573
33894183,124336,3,2015-11-24T12:57:28.573
33908058,33898830,1,2015-11-25T04:07:50.017
33932338,6429186,1,2015-11-26T07:39:09.240
33932338,6429186,3,2015-11-26T07:39:09.240
15995611,15077910,1,2015-11-27T02:27:21.517
33952183,29032422,1,2015-11-27T08:27:16.860
33952183,6523243,1,2015-11-27T11:35:41.677
34005426,33909390,1,2015-11-30T18:32:25.940
34005426,17571103,1,2015-11-30T18:51:16.463
34037951,28711764,1,2015-12-02T08:26:19.590
16602544,7860751,1,2015-12-04T15:56:24.283
34112495,15204015,1,2015-12-06T00:15:47.433
34121334,9744631,1,2015-12-06T19:15:40.060
34156252,28319064,1,2015-12-08T12:49:11.907
9707114,12373309,1,2015-12-09T20:45:37.667
9707114,12373309,3,2015-12-10T05:14:47.047
3042717,200469,1,2015-12-15T09:59:49.983
34310044,20121176,1,2015-12-16T13:57:36.997
34319747,12594791,1,2015-12-16T19:29:02.657
34324606,32365575,1,2015-12-17T00:21:09.697
34324606,32365575,3,2015-12-17T22:26:24.797
34426321,31888871,1,2015-12-22T23:40:53.643
34426321,22100130,1,2015-12-22T23:40:53.643
34426321,31751230,1,2015-12-22T23:40:53.643
34539080,30435094,1,2015-12-30T23:55:07.353
34539080,5446126,1,2016-01-04T07:25:04.177
5219030,4698054,1,2016-01-05T18:21:53.657
5219030,4698054,3,2016-01-05T18:21:53.657
34651235,2510716,1,2016-01-07T09:15:22.520
34651235,534839,1,2016-01-07T09:17:32.293
34664135,2679472,1,2016-01-07T20:03:33.040
34693373,5586857,1,2016-01-09T12:25:06.873
34752185,151005,1,2016-01-13T03:39:03.577
34752185,23102010,1,2016-01-14T08:59:06.990
34828091,8082980,1,2016-01-16T14:38:17.520
34860931,34932365,1,2016-01-21T20:13:34.653
34940754,27687389,1,2016-01-22T07:40:38.130
34946556,14220321,1,2016-01-22T12:24:52.560
34946556,14220321,3,2016-01-22T12:24:52.560
34968986,34966349,1,2016-01-23T22:17:02.263
34982151,3755491,1,2016-01-24T22:12:22.527
34992617,12108195,1,2016-01-25T12:38:16.317
35023172,17120199,1,2016-01-26T20:20:21.213
35112362,34736613,1,2016-01-31T09:40:20.777
35125155,32199494,1,2016-02-01T22:01:28.947
35166304,35161896,1,2016-02-03T03:27:16.930
33952183,35170016,1,2016-02-03T13:11:02.693
31789244,35170698,1,2016-02-03T14:39:59.927
35184455,3376586,1,2016-02-03T18:14:38.480
30544905,23805576,1,2016-02-04T17:35:06.763
35220486,5507234,1,2016-02-05T09:27:59.913
35227045,1470792,1,2016-02-05T16:40:00.660
35227045,14327022,1,2016-02-05T16:40:00.660
35227045,4042789,1,2016-02-05T17:42:57.150
35194436,35251294,1,2016-02-08T08:59:04.733
35288177,20072959,1,2016-02-09T12:01:25.193
35288177,20072959,3,2016-02-09T12:02:16.590
35272514,35293864,1,2016-02-09T13:56:13.990
35307545,5082452,1,2016-02-10T05:39:36.967
35288177,34866049,1,2016-02-10T11:57:35.333
35456639,495021,1,2016-02-17T12:40:33.313
35451608,31295711,1,2016-02-17T16:35:39.467
35462966,15244320,1,2016-02-17T16:56:54.767
35462966,8487283,1,2016-02-17T16:56:54.767
35466616,17062219,1,2016-02-17T20:07:57.067
35534230,9028545,1,2016-02-21T09:03:43.317
35546263,35058559,1,2016-02-22T05:19:00.557
35638376,7228972,1,2016-02-25T21:11:43.613
35638376,4887156,1,2016-02-25T22:55:43.713
31919080,29996857,1,2016-02-26T19:34:05.343
1303182,35620853,1,2016-03-01T20:11:37.567
35780953,28679758,1,2016-03-03T19:36:01.580
35816492,9963691,1,2016-03-05T16:38:43.710
10040069,1913098,1,2016-03-07T18:29:25.750
35851829,34847307,1,2016-03-07T19:02:48.067
35330872,19068730,1,2016-03-08T23:42:05.097
35897121,291978,1,2016-03-09T16:35:33.350
13705776,15961813,1,2016-03-16T14:32:34.540
36052667,18232972,1,2016-03-17T05:54:22.770
36052667,36051986,1,2016-03-17T05:54:22.770
36064102,18556187,1,2016-03-17T15:11:09.100
35923729,15526996,1,2016-03-18T23:58:53.763
35923729,15526996,3,2016-03-18T23:58:53.763
16768328,16234486,3,2016-03-19T05:18:43.777
8677795,17297439,1,2016-03-21T18:08:41.887
36182685,18842535,1,2016-03-23T15:48:24.233
36201745,12468764,1,2016-03-24T15:10:36.477
36243309,11684454,1,2016-03-27T03:00:48.287
36243309,5643263,1,2016-03-27T04:40:00.057
36241227,5113105,1,2016-03-27T21:38:01.593
35596570,999489,1,2016-03-28T14:33:58.133
36276084,28751792,1,2016-03-29T05:50:44.007
36276084,22224312,1,2016-03-29T05:50:44.007
36311742,1524813,1,2016-03-30T14:26:15.690
36314165,18620440,1,2016-03-30T16:07:20.167
36319262,2118656,1,2016-03-30T20:53:15.563
36319262,2118656,3,2016-03-30T20:53:15.563
36361291,2518421,1,2016-04-01T16:26:26.593
36392289,36402128,1,2016-04-04T15:53:21.433
36447366,13136651,1,2016-04-06T09:45:00.733
36447366,9167535,1,2016-04-06T09:45:00.733
36505461,27084341,1,2016-04-08T18:44:32.533
36565336,2755945,1,2016-04-12T06:40:16.870
36565336,2755945,3,2016-04-12T14:16:51.900
36587368,13398009,1,2016-04-13T02:43:35.660
36587368,12449889,1,2016-04-13T03:17:57.677
36589918,32294140,1,2016-04-13T06:14:56.720
36589918,28466925,1,2016-04-13T06:17:01.153
36587368,6255106,1,2016-04-14T02:06:00.390
36636451,31644222,1,2016-04-15T00:51:47.173
36717922,21810488,1,2016-04-20T08:52:46.433
36719544,36693811,1,2016-04-20T09:15:07.250
10347435,6698354,1,2016-04-22T14:39:52.680
36828235,36827768,1,2016-04-24T20:01:42.930
36689572,9262005,1,2016-04-25T06:56:53.670
36885146,1840717,1,2016-04-27T10:01:06.637
36951853,22011751,1,2016-04-30T10:58:58.607
36975200,30248221,1,2016-05-02T04:53:31.813
37036310,37119648,1,2016-05-09T15:29:54.957
25224798,6370690,1,2016-05-10T05:00:12.533
37164399,17003823,1,2016-05-11T13:59:06.323
10040069,18777989,1,2016-05-15T18:59:39.357
5064733,7778484,1,2016-05-16T03:19:43.847
37254507,5193763,1,2016-05-16T12:59:15.943
37254507,1065887,1,2016-05-16T12:59:15.943
37254507,862570,1,2016-05-16T12:59:15.943
37275213,32369,1,2016-05-17T11:45:50.600
37275213,2530,1,2016-05-17T12:46:09.133
37276914,8294088,1,2016-05-17T13:11:33.513
37296510,29028211,1,2016-05-18T10:27:55.443
37337574,22420758,1,2016-05-20T10:35:00.677
37397155,36544403,1,2016-05-24T07:55:59.337
37411319,20191914,1,2016-05-26T08:39:55.567
37504835,12769982,1,2016-05-29T02:33:12.433
37511692,35931526,1,2016-05-29T20:30:35.353
37511692,35931526,3,2016-05-29T20:30:57.620
37511692,29560088,1,2016-05-29T20:51:27.467
37564236,1321878,1,2016-06-01T09:16:22.640
24192872,37447911,1,2016-06-02T22:52:39.967
37640912,8314051,1,2016-06-05T10:45:48.270
37631849,6590107,1,2016-06-05T12:28:42.937
37639143,19835849,1,2016-06-05T21:03:17.310
37748469,24153058,1,2016-06-10T12:59:52.167
37796089,14217671,1,2016-06-13T17:49:35.250
37796089,14217671,3,2016-06-13T17:49:35.250
37815174,28134059,1,2016-06-14T15:07:28.303
37817263,37492731,1,2016-06-14T20:28:19.820
37831399,22949060,1,2016-06-15T10:02:22.390
37899197,29701972,1,2016-06-18T16:57:21.053
37902944,13498179,1,2016-06-19T00:58:41.440
37902944,13498179,3,2016-06-19T00:58:41.440
37904642,35846122,1,2016-06-19T06:43:06.207
37907980,32115066,1,2016-06-19T17:07:43.270
37930515,37888588,1,2016-06-20T19:40:53.740
37930515,37888588,3,2016-06-20T19:40:53.740
37950817,21859057,1,2016-06-21T17:24:46.050
