QuestionId,TagId
17662500,9002
17674209,30
17674209,14642
17701219,820
17701219,20394
17701219,20395
17701708,17
17701708,1124
17718867,9
17718867,470
17725195,72
17725195,23
17728542,21
17728542,41484
17738849,5
17738849,21
17738849,197
17738849,5062
17752985,820
17752985,470
17752985,71051
17752985,72270
17754570,820
17754570,1137
17754570,1533
17754570,8631
17754570,3573
17783419,820
17783419,4
17783419,2
17783419,2833
17784995,10
17784995,852
17784995,8822
17785855,154
17785855,58338
17785855,7003
17785855,48572
17785855,23087
17787965,49
17787965,930
17787965,1759
17787965,9187
17807094,847
17807094,22182
17808942,17
17808942,139
17808942,1082
17808942,245
17808942,27834
17813020,820
17819495,3
17819495,902
17819495,6716
17819495,2100
17821009,3
17821009,2
17821009,4
17836240,19695
17837013,96
17837013,1
17837013,470
17837013,67509
17861374,3
17861374,12884
17867067,1386
17867067,47924
17867067,47925
17878693,22
17878693,30408
17880464,4
17880576,17
17896129,1386
17896129,1508
17906616,57799
17906616,63960
17906616,90278
17908104,49
17908104,3988
17908104,72270
17908104,9132
17910966,17
17910966,1386
17910966,60279
17912975,17
17920455,1190
17920455,5997
17922055,9
17922055,50027
17922055,1117
17922055,81474
17922648,5
17922648,3
17922648,820
17922648,2857
17922648,53504
17924835,7003
17924835,15790
17925414,154
17925414,58338
17925414,7003
17925414,48572
17928316,1386
17928316,61722
17931346,5
17931346,21
17931346,22
17931346,1581
17931346,2493
17934024,8822
17934024,34708
17935113,10
17935113,457
17935113,31655
17938645,58338
17938645,5769
17938645,92878
17944655,1386
17944655,267
17944655,64956
17944655,18022
17948119,10
17948119,69298
17956032,5
17956032,21
17956032,1378
17956032,50686
17962874,4984
17971226,17
17971226,1000
17971226,588
17971226,451
17971226,72129
17978767,53
17978767,41127
17978767,5647
17978767,6268
17978767,6922
17987053,78022
17987053,91333
18004074,5
18018216,17
18018216,1386
18018216,1381
18018216,26084
18026511,54681
18026511,79329
18026511,86582
18031382,378
18031382,1307
18031382,84248
18080834,4
18080834,916
18080834,33113
18080834,31505
18080834,3157
18083164,5
18083164,2218
18083164,390
18083164,1554
18083164,391
18088082,1386
18088082,11685
18088082,88072
18096913,1443
18097680,119
18097680,218
18097680,34708
18097680,37230
18107538,1
18107538,41
18107538,36252
18107538,8596
18108373,9
18108373,1
18108373,173
18108373,10052
18108373,729
18111113,5
18111113,2
18111113,7528
18111113,3883
18112926,21
18112926,3988
18112926,1141
18122253,96
18122253,22
18122253,41
18122253,28
18124238,3
18124238,2
18124238,4
18133226,17
18133226,19
18133226,1644
18133226,46879
18133226,13484
18162594,5
18162594,21
18162594,22
18162594,3626
18162594,1448
18166652,17
18166652,9511
18184781,9
18184781,28
18184781,752
18184781,2579
18184781,859
18190241,28949
18200931,8
18200931,114
18200931,139
18200931,10256
18200931,452
18206494,1386
18206494,19
18206494,53233
18206494,5658
18222940,30
18222940,243
18222940,5002
18222940,647
18228403,9
18228403,1
18228403,1931
18228403,3057
18242003,10
18242003,72390
18242003,60788
18244047,1386
18244047,61
18244047,2678
18244047,2167
18244047,73524
18246643,17
18246643,3282
18246643,29283
18246650,854
18249065,5310
18249065,1018
18249065,3496
18249065,84917
18252354,99902
18257623,3
18257623,46426
18257623,33388
18257623,105747
18257623,79058
18267762,5
18267762,18
18273850,41
18273850,6268
18273850,2833
18273850,3946
18273850,10090
18277565,17719
18285919,22
18290027,10
18290027,5142
18290027,61
18290027,5852
18290027,2719
18311116,2
18311116,4367
18311116,49
18314844,58338
18314844,7003
18314844,84213
18323065,5
18323065,21
18323065,1661
18330710,820
18330710,363
18345432,5
18345432,30073
18345432,1124
18345963,1386
18345963,1012
18349676,17
18349676,148
18349676,2097
18349676,7430
18353384,522
18353384,1449
18353384,8685
18357054,5
18357054,1263
18357054,77131
18380192,8
18380192,2751
18400386,3
18400386,820
18400386,114
18400386,6981
18400386,78754
18402633,4
18402633,2
18402633,33141
18415724,820
18415724,643
18415724,88
18415724,83
18415724,8256
18428944,154
18428944,58338
18428944,7003
18428944,48572
18428944,31186
18454925,16
18454925,18
18454925,243
18455623,2579
18455623,71051
18455623,3280
18455623,40040
18455623,34708
18459941,17
18459941,1386
18459941,19
18459941,6557
18459941,48652
18471711,2
18471711,4
18471711,1189
18471711,1326
18472778,4984
18472778,355
18472778,2780
18472778,36461
18490430,9
18490430,96
18490430,1
18490430,752
18508130,10
18508130,61
18508130,29365
18518785,58338
18518785,908
18518785,33380
18518785,33212
18528302,752
18536783,5
18536783,75151
18548807,1386
18548807,35
18548807,5117
18553583,10
18553583,7091
18553583,24933
18553583,20140
18555711,9
18555711,5608
18555711,829
18555711,5142
18555711,1046
18562368,5
18562368,382
18566565,5
18566565,379
18580954,75657
18588207,17
18588207,18
18588207,12658
18588207,6067
18588207,13407
18593661,16
18593661,1921
18593661,10823
18593661,46072
18598544,3
18598544,820
18598544,11215
18598544,82877
18598544,107642
18617697,3
18617697,45162
18626058,114
18626058,6981
18626058,8853
18632823,1386
18632823,794
18642090,5
18642090,57799
18642090,292
18642090,75908
18642090,27209
18644444,5
18644444,16760
18648728,16
18648728,30073
18648728,54712
18648728,66912
18649565,45963
18653271,17
18653271,1386
18663040,17
18663040,60376
18687689,17
18687689,4985
18687689,1082
18687689,9635
18688821,5
18688821,21
18688821,13201
18700747,854
18700747,317
18700747,10193
18710064,21
18710064,3829
18710064,9988
18714273,17
18714273,2620
18714273,3883
18714273,8400
18714273,30285
18715457,5
18715457,3988
18715457,183
18717119,3836
18717119,5
18717119,5915
18720152,91164
18732447,820
18732447,363
18732447,3935
18746042,1198
18747237,114
18747237,580
18747237,59767
18747237,581
18747237,33575
18748240,5
18748240,688
18748240,2999
18751719,10
18751719,1720
18751719,34595
18751719,6099
18751719,27017
18772340,9
18772340,470
18772679,9
18791195,56592
18791195,85598
18793146,7003
18793146,5263
18793146,30282
18793146,35764
18794522,74702
18805589,10
18805589,938
18805589,52538
18815389,9
18815389,1381
18815389,2145
18841650,1386
18841650,53233
18841650,1583
18841650,59809
18841650,61066
18842812,1386
18842812,121
18857612,16
18857910,3
18857910,84926
18870550,1158
18870550,3610
18870550,31120
18898162,14642
18898162,82260
18903993,16
18903993,2193
18906353,96
18906353,669
18906353,8372
18906353,5376
18910035,9
18928883,9
18928883,96
18928883,30408
18945127,5
18945127,631
18945127,65457
18947414,22
18947414,34305
18949888,3
18949888,88
18949888,6752
18949888,1788
18949888,85576
18952098,17
18952098,1386
18952098,73
18956745,58338
18956745,7003
18956745,92809
18977833,1720
18977833,21030
18977833,42417
18983742,58
18983742,64
18983742,27358
18989880,58338
18989880,79450
18989880,94352
19004521,78331
19004521,83
19004521,33113
19004701,378
19004701,1235
19025952,16
19025952,43464
19025952,34113
19025952,7101
19025952,96241
19029741,22
19029741,72
19029741,2494
19029741,3550
19036046,2
19036046,820
19036046,20711
19036046,2544
19038508,5
19038508,3847
19038508,22279
19038508,19257
19045326,816
19045326,152
19070574,4452
19070574,81101
19071559,1449
19071559,978
19076877,17
19076877,7992
19076877,4088
19076877,15811
19085084,136
19085084,57799
19085084,48
19093585,1198
19093585,91169
19094470,4
19094470,2109
19094470,25442
19096768,22
19101271,5
19101271,80663
19107890,378
19107890,129
19107890,5584
19107890,3409
19107890,78739
19109380,9
19109380,3529
19109380,64
19141038,1227
19151363,9
19151363,5909
19151363,2596
19154714,3
19154714,79111
19165318,9
19165318,5052
19174522,243
19174522,4075
19176954,17
19176954,53
19176954,598
19190197,58338
19190197,27758
19194790,17
19194790,1082
19194790,3883
19198412,3
19198412,820
19198412,4
19209359,17
19209359,1125
19214537,17
19214537,8707
19220471,1386
19220471,121
19229110,820
19229110,72270
19229110,82352
19245398,3
19245398,45162
19246536,5
19246536,2
19254816,57799
19254816,60676
19254816,2290
19258685,10
19264414,3
19264414,78022
19264414,88865
19270376,9
19270376,19
19270376,272
19270376,10028
19276994,3
19276994,73042
19276994,87680
19286042,9
19286042,49
19286042,1117
19286042,81474
19286042,59817
19288970,10
19288970,248
19288970,624
19288970,16088
19352675,17
19352675,1381
19352675,39340
19360839,16
19360839,28699
19372233,5
19372233,382
19372233,691
19372233,6260
19377253,72
19377253,470
19389888,4452
19389888,36606
19389888,34762
19396732,5
19396732,261
19396947,4452
19417293,85786
19417293,63896
19423136,5
19423136,21
19434522,10301
19438574,46426
19438574,62301
19438574,120383
19440081,17
19440081,136
19440081,23234
19440081,932
19448700,17
19448700,1386
19448700,1381
19451851,46426
19451851,61387
19451851,113176
19466140,2
19466140,19
19466140,49
19466140,16096
19479499,3
19479499,75657
19479499,81962
19488990,10
19488990,8
19488990,4301
19491331,16
19491331,7979
19493020,3
19493020,46220
19493020,29693
19494421,78022
19494421,469
19494421,1307
19494421,91126
19509599,1386
19509599,6557
19509599,9511
19509599,69675
19517318,17
19517318,1090
19518297,1386
19518297,6981
19518297,1597
19518297,1206
19518297,19414
19524343,58338
19524343,75063
19524343,77578
19524343,50300
19529962,3
19529962,2
19529962,49
19533499,73473
19534243,4984
19534243,12
19534243,5002
19534243,1263
19534243,51855
19537815,5
19539942,5
19539942,114
19544688,10
19544688,61
19544688,3734
19544688,26112
19550424,47561
19550424,299
19550424,35537
19558375,1386
19565470,9
19565470,3
19565470,1508
19565470,71051
19565470,80945
19598834,17
19598834,1386
19598834,2218
19598834,32307
19598834,91905
19610217,598
19610217,1158
19610217,186
19610217,55188
19610217,15737
19614391,14012
19614391,299
19614391,1709
19633544,10
19633544,35
19633544,1702
19633544,2548
19633544,24248
19636186,17
19636186,1508
19644497,17
19644497,1078
19644497,20711
19655991,3
19655991,114
19655991,1834
19655991,63161
19663436,10
19663436,129
19669523,2
19669523,4
19669523,72270
19673285,16
19673285,6981
19673285,5036
19693311,369
19693311,1280
19698211,73067
19698338,8
19698338,8512
19698338,4945
19698338,34447
19699864,1386
19709272,3
19709272,820
19711716,80
19711716,5876
19726706,25562
19726706,494
19733770,1386
19733770,65279
19733770,63883
19734249,2
19734249,4
19734249,7075
19741193,5
19741193,72270
19741193,57799
19741193,758
19741193,80988
19746609,3
19746609,691
19746609,12752
19746609,73418
19750229,3
19760942,8073
19760942,156657
19773998,22
19773998,231
19773998,26718
19783311,3
19783311,4025
19793828,17
19793828,364
19793828,8661
19793828,6101
19806742,256
19806742,1603
19806742,5477
19817770,2535
19817770,78160
19828116,1158
19828116,35
19833160,4196
19833160,6716
19838784,994
19838784,26414
19844240,80
19844240,5642
19848181,41
19848181,2175
19849942,96
19849942,3213
19849942,89330
19855360,58
19856491,9
19856491,64
19856491,36252
19856491,1763
19859387,9
19859387,352
19875379,16
19875379,248
19875379,59047
19875379,12282
19899290,1386
19901299,80988
19918800,820
19924063,854
19924063,6941
19924063,6439
19924063,11529
19928164,58
19928164,6225
19931183,3
19931183,820
19931183,1189
19932471,3
19932471,820
19932471,2
19932471,965
19932471,54875
19944704,96
19944704,215
19944704,14158
19944704,87548
19944704,87549
19946055,248
19946055,572
19946055,13283
19957630,9
19957630,3
19957630,965
19957630,66383
19957630,85564
19964585,2
19964585,4
19964585,4984
19964585,12
19967198,820
19967198,2
19967198,4
19970594,64138
19974361,4
19974361,2
19974361,5340
19976406,16
19976406,21
19976406,28743
19982502,34777
19982502,42953
19982502,25916
19985807,121
19985807,10557
19994397,3
19994397,4984
19994397,66654
20003102,22
20003102,194
20003102,2773
20003102,6107
20016354,82275
20016650,46426
20016650,4209
20016650,8257
20016650,79778
20016650,86077
20017786,1386
20017786,47962
20024339,21
20041320,3
20041320,820
20041320,2
20041320,49
20044683,3
20044683,139
20044683,1926
20064394,16
20064394,21
20064394,243
20064394,369
20064394,59047
20064459,849
20064459,75827
20064459,28325
20064459,52319
20064459,70148
20067789,1
20067789,752
20067789,8257
20067789,114
20069580,79442
20074534,8
20074534,248
20074534,1926
20074534,555
20083855,17
20083855,816
20083855,368
20131416,3
20131416,1399
20137427,92348
20140992,382
20153646,1386
20153646,14012
20153646,299
20153646,57
20154997,16
20154997,18
20158769,1386
20158769,6234
20175888,5
20175888,3988
20180318,17
20180318,1081
20180318,13139
20180318,9156
20181715,136
20181715,183
20181715,220
20181715,294
20184450,16
20201907,752
20201907,16376
20207133,17
20207133,1082
20207133,46426
20207133,40768
20207361,10
20207361,58338
20207361,8
20207361,908
20212426,58338
20212426,1065
20212426,26050
20212426,5584
20212552,3
20212552,1508
20212552,2579
20212552,78022
20212552,88637
20225282,58338
20225282,82601
20256194,5
20256194,816
20256194,26762
20256194,3384
20256362,2
20256362,4
20256362,382
20256362,916
20256362,33113
20269257,3421
20269257,85541
20272384,58338
20272384,154
20272384,7003
20272384,5263
20272384,4697
20277013,70396
20277013,67098
20283152,13613
20283152,10429
20292761,4452
20292761,7505
20292761,126001
20299877,96
20301299,5
20301299,21
20301299,22
20301299,26611
20307157,17
20307157,4943
20308176,854
20308176,997
20308176,69376
20308176,21803
20321499,17
20321499,6323
20321499,6826
20321499,68724
20321499,70971
20323397,114
20323397,16268
20323397,62550
20323397,17896
20327570,77497
20330234,1
20330234,41
20330234,581
20330234,4197
20352894,1211
20352894,7027
20352894,444
20353224,2218
20353224,1966
20354334,3
20354334,820
20354334,2
20354334,363
20354334,6828
20382724,17
20383916,1386
20383916,1583
20396962,17
20396962,2888
20421616,5
20421616,69501
20425728,363
20425728,1508
20432298,849
20439851,908
20439851,369
20439851,1231
20439851,92978
20461237,72
20461237,30408
20480204,13125
20480204,8393
20491189,17
20491189,5310
20491189,581
20491189,1011
20491189,7262
20496098,9
20496098,22
20496098,1
20496098,72
20496098,2535
20520517,10
20520517,581
20541917,18
20541917,580
20551439,2
20551439,4
20551439,1326
20551439,59504
20551439,36341
20552721,9
20552721,1
20552721,1071
20557014,3
20557014,5
20557014,820
20557014,2
20557742,4984
20557742,85786
20557742,28185
20585596,21
20585596,22
20585596,72
20627108,5
20627108,75151
20627108,88458
20627108,8534
20627108,12154
20630592,647
20630592,19829
20639583,5307
20639583,382
20664928,58338
20664928,1372
20664928,22658
20664928,43363
20673739,17
20673739,1386
20673739,1508
20675425,41
20675425,1655
20675425,4103
20683118,16
20683118,2869
20683118,119942
20705203,8
20705203,1926
20705203,4278
20705203,14036
20714945,1386
20716180,16
20716180,1357
20716180,125
20716180,12917
20716180,112612
20717628,46426
20717628,30073
20717628,94022
20717628,99393
20724034,2
20724034,427
20724034,8877
20724034,14371
20727480,5
20727480,382
20727480,4428
20742474,387
20742474,2773
20744612,9
20744612,148
20779830,688
20779830,3280
20779830,85536
20780023,9
20780023,3
20780023,820
20780023,2
20780023,96
20790979,64
20790979,119
20790979,386
20802235,1608
20806154,5
20806154,146
20806154,12658
20806154,12725
20812532,5
20812532,382
20812532,1569
20812532,49306
20828327,607
20828327,773
20828327,77485
20828327,22182
20828327,28038
20829797,1449
20829797,522
20832499,64108
20832499,4196
20854187,3
20854187,2
20854187,4
20859964,3
20859964,820
20859964,2
20859964,4
20859964,72270
20864872,5
20864872,21
20864872,1661
20864872,75151
20864872,88458
20894215,3
20894215,2
20894215,61114
20908478,30
20910593,17
20910593,142
20910593,64818
20910593,10891
20910593,9749
20921764,2
20921764,4984
20921764,12
20951803,9
20951803,139
20951803,1874
20951803,12687
20961537,820
20961537,2
20961537,1065
20961537,82877
20968847,9
20968847,96
20968847,1
20968847,71051
20977922,17
20983045,88190
20988490,58338
20988490,154
20988490,7003
20988490,908
20988490,5263
20992485,17
20992485,142
21005619,2314
21005619,522
21005619,1449
21016089,5
21016089,1263
21017832,19287
21017832,89060
21024857,5
21028230,5
21028230,607
21028230,8944
21028230,12658
21029590,1386
21029590,85201
21030258,17
21030258,5486
21030258,220
21033858,3
21033858,5647
21033858,80988
21036203,17
21036203,21
21036203,65188
21062978,10
21062978,139
21062978,5852
21062978,19292
21062978,21646
21067358,9
21067358,2218
21067358,69665
21067358,81474
21067358,63311
21079259,17
21079259,1211
21079259,2620
21079259,3786
21094231,17
21094231,1386
21108421,1386
21112403,16
21112403,59047
21112403,555
21112403,4366
21112608,5
21112608,820
21112608,2
21112608,57799
21112608,1151
21115861,10
21115861,14456
21115861,1478
21115861,4087
21117702,5036
21117702,59148
21117702,14391
21118400,16
21118400,5608
21118400,2314
21118400,19432
21118400,15958
21132047,58338
21132047,50300
21146329,580
21146329,58463
21150882,522
21150882,1449
21150882,45145
21152149,4452
21152149,5569
21152149,36606
21152877,77929
21153890,17
21156704,17
21156704,1386
21156704,5584
21156704,4545
21156704,1030
21168399,3
21168399,363
21168399,820
21170992,5
21170992,21
21177425,16
21177425,121
21177425,5617
21177425,4391
21177425,75242
21186889,4
21186889,51604
21201939,820
21201939,363
21222867,88403
21222867,98153
21234889,4984
21234889,85786
21234889,40439
21243267,820
21243267,363
21243267,470
21245999,1386
21245999,75172
21248428,16
21248428,2579
21248428,80
21248428,1972
21249059,6763
21256816,5210
21256816,45699
21257018,5
21257974,3
21257974,820
21257974,890
21259161,16
21259161,387
21259161,390
21260887,9
21260887,3
21260887,46426
21275036,4984
21275036,78022
21284744,58338
21284744,7003
21284744,24384
21301750,3
21301750,820
21301750,2
21311617,17
21311617,1082
21311617,6826
21311617,19051
21323037,17
21323037,114
21323037,5142
21323037,724
21323037,47227
21336748,1386
21336748,23954
21348767,16
21348767,7979
21350595,16
21350595,18
21350595,139
21364464,820
21364464,2
21364464,4
21372927,624
21381462,5
21381462,2
21384490,17
21384490,1386
21384490,277
21385203,1241
21385203,16676
21389403,10
21389403,1478
21389403,1477
21392346,16
21392346,58
21392346,2556
21392346,10429
21392346,2844
21393383,5
21393383,3437
21393383,1190
21396413,4025
21396413,68068
21402310,5388
21416780,17
21416780,1381
21416780,1652
21416780,8171
21417271,5
21417271,688
21418892,17
21418892,4985
21418892,248
21421465,17
21421465,72257
21421465,8005
21421465,14962
21428317,22
21428317,72
21428317,5569
21428317,10579
21430973,5
21430973,146
21430973,2020
21473224,1386
21473224,42420
21473224,9689
21479958,2620
21479958,41127
21479958,35851
21484503,16
21484503,59047
21491696,4452
21508501,3
21508501,78022
21530763,5
21530763,2
21531546,59458
21531546,49895
21531546,491
21531546,39559
21536657,10
21536843,18
21536843,580
21554287,4984
21554287,12
21554287,64108
21554287,650
21566050,9
21566050,470
21566050,80825
21566050,13227
21571481,9
21571481,96
21571481,5608
21573885,58338
21573885,154
21573885,7003
21573885,92809
21576999,1
21576999,1381
21576999,76638
21583935,119
21586019,78022
21589882,18
21589882,607
21589882,608
21597278,9
21597278,10572
21611882,9
21611882,378
21613096,16
21613139,9
21613139,1046
21613139,56852
21613139,9580
21616998,10
21616998,58338
21616998,908
21624775,245
21624775,59817
21624775,2647
21641260,17
21641260,1082
21641260,506
21641260,309
21652575,820
21652575,5569
21652575,578
21665809,9
21665809,1720
21665809,6941
21665809,40611
21680034,58338
21680034,92809
21680034,22606
21681322,58
21683416,3
21683416,869
21683416,70885
21705945,4984
21705945,12
21705945,83676
21708209,10
21708209,10850
21708209,37694
21716218,3
21716218,78022
21743542,3
21743542,820
21743542,2
21744865,14342
21753492,3
21753492,11018
21756207,80
21756207,1995
21756207,5990
21756207,42417
21756207,14823
21761700,9
21761700,21
21761700,281
21761700,4643
21779865,16
21779865,186
21779865,1790
21782170,119
21782170,25056
21782170,4333
21788108,12
21788108,20194
21788108,51869
21790344,10
21790344,129
21790344,2546
21796449,5
21796449,290
21805116,4984
21805116,12
21808298,364
21808298,463
21816347,3
21816347,984
21816347,11018
21816347,119837
21821173,17
21821173,58
21821173,1603
21821173,7428
21821891,5
21821891,292
21828776,3
21828776,820
21828776,13898
21833835,820
21833835,2
21833835,47239
21833835,77996
21859501,16
21859501,67719
21864692,3
21864692,820
21864692,15954
21890677,72
21895813,3
21895813,5
21895813,820
21895813,2
21903734,9
21903734,926
21905193,22
21905193,72
21905193,30408
21911124,9
21911124,376
21911124,6828
21911124,9045
21920755,382
21920755,965
21926642,8746
21940176,18
21940176,387
21940176,531
21957241,3
21957241,30
21957241,39308
21957241,58350
21957241,37775
21968491,2
21968491,4
21968491,6922
21968491,22153
21976528,10
21976528,1158
21976528,26924
21976528,2659
21976528,69115
21991917,3
21991917,4
21991917,18
21991917,5187
21991917,15796
22002787,3
22002787,2
22002787,92788
22005589,5
22005589,90
22007657,41
22007657,69665
22007657,30279
22017485,3
22017485,469
22017485,5893
22017485,20227
22030098,259
22030098,8512
22030098,9020
22030098,34447
22042003,820
22042003,5210
22050784,8945
22050784,74354
22058060,3
22058060,4984
22058060,1819
22058060,39308
22058060,66944
22062416,3
22062416,5
22062416,820
22062416,114
22074917,4984
22074917,146
22074917,977
22074917,28647
22077473,84137
22077473,1847
22078488,22
22082012,58338
22082012,7003
22082012,92809
22100380,17
22100380,21
22100380,5617
22111296,3
22111296,2
22111296,4
22111296,89391
22113328,21
22113328,1151
22117299,8
22117299,889
22117299,4963
22123296,16
22123296,2218
22123296,56957
22127234,18
22128062,243
22128062,49
22132472,1386
22132472,67023
22151166,6957
22151166,85947
22174917,3
22174917,5
22174917,382
22188005,3
22188005,5909
22192781,3
22192781,2
22192781,4
22224488,9
22224488,1
22224488,36252
22224488,4103
22224488,6439
22264282,5
22264282,2
22266937,58338
22266937,154
22266937,7003
22266937,33058
22270471,607
22270471,3437
22270471,1190
22285252,3280
22285252,89714
22295132,3
22295132,18
22295297,3
22295297,2
22295297,46426
22295297,688
22300232,3
22300232,78022
22300232,2443
22300600,22
22300600,72
22300600,463
22300600,30645
22312185,17
22312185,6766
22316514,10
22316514,10256
22316514,2936
22316514,75515
22324946,2
22324946,4
22324946,72270
22324946,72257
22326653,12
22326653,85786
22326653,48748
22326653,3280
22326653,55821
22326786,3
22332711,49895
22333116,17
22333116,35644
22333116,94313
22346564,12
22346564,522
22346564,1362
22346564,14831
22357795,12
22357795,6447
22357795,75735
22359327,1386
22359327,146
22364998,390
22364998,5002
22364998,22534
22364998,41287
22369216,9
22369216,378
22379707,4520
22379707,49525
22380733,387
22387024,16
22387024,15475
22387024,5813
22387024,9661
22387024,11015
22392471,820
22392471,6051
22392471,12350
22399209,9
22399209,378
22399209,30408
22402484,369
22402484,387
22402484,390
22402484,5282
22402484,990
22410123,3
22410123,46426
22410123,30073
22421386,820
22421386,363
22421386,904
22433403,3143
22433403,549
22433403,33388
22433403,60836
22433403,12375
22447306,17
22450084,72
22450084,68230
22450924,1386
22450924,70707
22461280,1386
22461280,2447
22461280,93894
22467946,9
22467946,22
22467946,2823
22467946,31084
22467946,106667
22473635,58338
22473635,7003
22473635,17533
22473635,75063
22484756,96
22484756,7042
22494672,12
22494672,80
22494672,46913
22494672,65797
22494672,89657
22509363,17
22509363,1508
22509363,6990
22510874,3
22510874,63153
22513905,470
22513905,3188
22542761,820
22542761,36612
22558156,9
22558156,1
22558156,36252
22560574,22
22568144,10
22568144,13886
22571746,5
22571746,114
22571746,1508
22580218,5
22580218,80988
22580218,94922
22580218,93474
22581201,17
22581201,1082
22581201,11549
22581201,13138
22581201,6365
22584263,17
22584263,53
22584263,3890
22584263,81159
22592952,30408
22592952,342
22604329,5
22613096,4984
22613096,49
22613096,469
22613096,21750
22620079,17
22620079,2498
22620079,64897
22628408,17
22628408,197
22662441,35906
22666322,154
22666322,549
22666322,84925
22674331,10
22674331,64
22674331,1158
22674331,18079
22677971,5
22682031,12
22682031,51855
22682878,5
22682878,1581
22696732,522
22696732,317
22696732,14948
22696732,27620
22698246,1449
22698246,978
22710053,17
22710053,48652
22710053,77746
22731654,820
22731654,2
22731654,96
22731654,95322
22732215,816
22732215,5382
22732215,14
22732215,7610
22732215,50941
22734860,46426
22734860,14875
22739128,4984
22753419,1962
22753419,9444
22756549,1018
22756549,45000
22759095,1386
22759095,5436
22767535,5
22767535,5352
22774067,16
22774067,1962
22774067,7309
22774067,63230
22788987,5
22788987,261
22788987,8109
22788987,77858
22802908,58338
22802908,154
22802908,2218
22802908,22905
22802908,74125
22853653,22
22853653,72
22858648,10
22858648,106410
22866149,5
22866149,4
22866149,1763
22872061,16
22872061,4190
22872061,7979
22872061,1848
22873591,4452
22873591,95932
22873591,88038
22873591,100753
22880429,9
22880429,93364
22880429,11950
22899117,1386
22899117,743
22899304,17
22899304,139
22899304,201
22917364,9
22917364,96
22917364,1
22917364,14456
22920564,3
22920564,1386
22920564,4413
22920564,71350
22938766,22
22938766,32472
22938766,34777
22938766,42953
22963036,96
22963036,41
22970975,10
22970975,889
22970975,34469
22970975,93387
22970975,13406
22989920,96
22989920,183
22989920,21711
23000848,8
23003097,820
23003097,60483
23003097,71173
23004412,8
23004412,114
23004412,248
23004412,134
23004412,91463
23016820,22
23016820,194
23016820,3556
23016820,5151
23027997,5
23027997,80
23027997,607
23027997,608
23043329,9
23043329,1
23043329,5954
23043329,652
23043329,5918
23047645,2
23047645,4
23047645,78022
23049839,5
23049839,1294
23049839,11741
23055297,5
23055297,2
23055297,1190
23055297,7047
23057213,197
23057213,3496
23057213,2054
23057213,1871
23059832,96
23059832,669
23059832,5376
23072444,3
23072444,2
23072444,59103
23076889,17
23076889,2535
23076889,2990
23097426,16
23097426,248
23097426,311
23097426,62127
23101009,5928
23101009,23418
23103543,78022
23115554,5
23119005,1386
23122764,9
23126504,17
23126504,1386
23126504,5117
23126504,26434
23126504,92804
23134959,9
23134959,96
23134959,4528
23144873,17
23144873,1082
23144873,16068
23144873,16069
23144884,8
23144884,578
23150917,9
23150917,72889
23150917,102794
23169258,16
23169258,11444
23169258,70637
23172709,5210
23172709,904
23172709,1554
23172709,32435
23172709,92722
23173015,5
23173015,2
23173015,4
23179230,16
23179230,5608
23179230,1834
23179230,4331
23179230,3961
23180962,1995
23180962,4587
23191522,5
23191522,146
23191522,2827
23191522,17017
23191522,15292
23202333,9
23202333,28
23202333,2535
23202333,1408
23202966,3
23202966,72257
23202966,6716
23203659,820
23203659,4985
23203659,2
23203659,26028
23212065,17
23212065,2740
23212065,34845
23214101,16
23214101,4985
23214101,6941
23214101,1469
23219664,5
23219664,5310
23219664,4682
23219664,67846
23219664,37944
23225413,1386
23225413,72257
23225413,7474
23228898,9
23228898,5187
23233473,17
23233473,1082
23233473,17599
23233473,7967
23244219,9002
23244219,6159
23244219,3851
23250633,3
23250633,79111
23266239,17
23266239,643
23266239,60376
23276491,4452
23276491,85748
23298658,3
23298658,2
23298658,848
23298658,59504
23306340,5
23306340,114
23312468,16
23312468,4985
23312468,35
23317540,5
23317540,114
23317540,5002
23317540,4371
23317540,25183
23318123,794
23318123,722
23318123,38826
23320358,16
23320358,760
23320358,54712
23320358,77738
23320358,2226
23326531,16
23326531,59047
23326531,279
23326531,1124
23326531,87596
23326610,3
23326610,46426
23326610,1357
23342532,16
23342532,67719
23345378,64
23345378,119
23345378,456
23345378,81
23375558,3
23385465,22
23385465,194
23385465,28135
23388620,8
23388620,38504
23388620,9695
23390507,18
23390507,2
23390651,4
23390651,72270
23390651,964
23390651,6102
23398595,58338
23398595,114
23398841,17
23398841,926
23398841,375
23405175,33953
23405175,1198
23405175,781
23405175,67655
23409962,3
23409962,114
23409962,63153
23409962,96711
23409962,78826
23410095,3
23410095,820
23412709,58338
23412709,2218
23412709,56957
23412709,74125
23412709,103673
23442323,9
23442323,20173
23445099,9098
23445099,61395
23445099,58834
23445099,96147
23451439,8
23451439,114
23451439,824
23457908,16
23457908,243
23458873,53
23458873,965
23459980,511
23459980,538
23471039,19
23471039,18
23471039,72788
23471039,83472
23487204,820
23487204,8631
23488111,9
23488111,1
23488111,36252
23488111,46091
23496580,265
23496580,93605
23497995,5
23497995,57799
23497995,292
23508676,28
23508676,5189
23508676,689
23508676,4335
23508676,91850
23509604,58338
23509604,37518
23518748,58338
23518748,92809
23518748,92815
23523929,669
23544788,16
23544788,59047
23544788,1834
23544788,89116
23546247,78022
23546247,73042
23546376,3
23546376,16
23546376,46426
23555339,5
23555339,1554
23559052,9
23559052,820
23559052,470
23559052,71051
